Orbit,Sub-Solar Lat,Observation,Day of Year,Sequence,MET,Start UTC,End UTC,Sequence ID,Filters,Nonzero Exp Images,Zero Exp Images,Compression,Observation,Brief Description,Detailed Description,Predict Plot,Predict Plot,Predict Plot
,,OPN_238b_KH,2000-238,00234,0142603421-0142604820,2000-238T08:46:29,2000-238T09:09:48,27,4,18,0,table5,OPN_238b_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_238b_kh.gif,,
,,OPN_238c_KH,2000-238,00234,0142632221-0142633620,2000-238T16:46:29,2000-238T17:09:48,27,4,18,0,table5,OPN_238c_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_238c_kh.gif,,
,,MSI_3ColorTarget_238b,2000-238,00234,0142642846-0142644134,2000-238T19:43:34,2000-238T20:05:02,"20,19","1,3,4",21,28,lossless,MSI_3ColorTarget_238b,Take images while XGRS controls pointing,color50km.txt,msi_3colortarget_238b.gif,,
,,MSI_XREQ09_238b,2000-238,00234,0142644296-0142656382,2000-238T20:07:44,2000-238T23:29:10,9,4,54,54,lossless,MSI_XREQ09_238b,Take images while XGRS controls pointing,,msi_xreq09_238b.gif,,
,,OPN_239a_KD,2000-239,00234,0142661741-0142662522,2000-239T00:58:29,2000-239T01:11:30,27,4,8,0,table5,OPN_239a_KD, Two 2x2s pointed to landmarks,opnav.txt,opn_239a_kd.gif,,
,,MSI_XREQ09_239a,2000-239,00234,0142663781-0142680033,2000-239T01:32:29,2000-239T06:03:21,30,4,131,131,table5,MSI_XREQ09_239a,Take images while XGRS controls pointing,,.,,
,,OPN_239b_KH,2000-239,00234,0142689821-0142691220,2000-239T08:46:29,2000-239T09:09:48,27,4,18,0,table5,OPN_239b_KH, Two 3x3s pointed to landmarks,opnav.txt,opn_239b_kh.gif,,
,,OPN_239c_KH,2000-239,00234,0142718621-0142720020,2000-239T16:46:29,2000-239T17:09:48,27,4,18,0,table5,OPN_239c_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_239c_kh.gif,,
OCM-12,,MSI_ParkStar_239,2000-239,00234,0142724531-0142724537,2000-239T18:24:59,2000-239T18:25:05,29,0,4,0,lossless,MSI_ParkStar_239,Take images during ParkMode for temp vs pt,,.,,
49x102,-20.7,OPN_BRN1_KH,2000-240,00234,0142748441-0142749840,2000-240T01:03:29,2000-240T01:26:48,27,4,18,0,table5,OPN_BRN1_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_brn1_kh.gif,,
,,OPN_BRN2_KH,2000-240,00234,0142759061-0142760460,2000-240T04:00:29,2000-240T04:23:48,27,4,18,0,table5,OPN_BRN2_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_brn2_kh.gif,,
,,OPN_240C_KD,2000-240,00234,0142789541-0142790322,2000-240T12:28:29,2000-240T12:41:30,27,4,8,0,table5,OPN_240C_KD, Two 2x2s pointed to landmarks,opnav.txt,opn_240c_kd.gif,,
,,OPN_240D_KD,2000-240,00234,0142812641-0142813422,2000-240T18:53:29,2000-240T19:06:30,27,4,8,0,table5,OPN_240D_KD, Two 2x2s pointed to landmarks,opnav.txt,opn_240d_kd.gif,,
,,MSI_XREQ14_240c,2000-240,00234,0142814681-0142833313,2000-240T19:27:29,2000-241T00:38:01,30,4,82,82,table5,MSI_XREQ14_240c,Take images while XGRS controls pointing,,.,,
,,OPN_241a_KD,2000-241,00234,0142834241-0142835022,2000-241T00:53:29,2000-241T01:06:30,27,4,8,0,table5,OPN_241a_KD, Two 2x2s pointed to landmarks,opnav.txt,opn_241a_kd.gif,,
,,MSI_CanCal_f2,2000-241,00234,0142847951-0142853939,2000-241T04:41:59,2000-241T06:21:47,4,2,500,0,lossless,MSI_CanCal_f2,Point to canopus and take images every 12 seconds,canopuscals.txt,msi_cancal_f2.gif,,
,,OPN_241b_KD,2000-241,00234,0142855241-0142856022,2000-241T06:43:29,2000-241T06:56:30,27,4,8,0,table5,OPN_241b_KD, Two 2x2s pointed to landmarks,opnav.txt,opn_241b_kd.gif,,
,,OPN_241c_DKD,2000-241,00241,0142891361-0142892636,2000-241T16:45:29,2000-241T17:06:44,27,4,16,0,table5,OPN_241c_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_241c_dkh.gif,,
,,MSI_ParkDarkStar_241,2000-241,00241,0142897091-0142897217,2000-241T18:20:59,2000-241T18:23:05,"29,1","0,7",8,0,lossless,MSI_ParkDarkStar_241,4 filter 0 images during ParkMode for temp vs pt; 4 filter 7 images for dark current,,.,,
,,OPN_242a_DKD,2000-242,00241,0142920941-0142922216,2000-242T00:58:29,2000-242T01:19:44,27,4,16,0,table5,OPN_242a_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_242a_dkh.gif,,
,,LowEmiss_242f,2000-242,00241,0142929231-0142929913,2000-242T03:16:39,2000-242T03:28:01,18,4,12,0,table5,LowEmiss_242f,circular 2x3 mosaics at low emission,featuretracks.txt,lowemiss_242f.gif,,
,,Flyover_242a,2000-242,00241,0142930331-0142932553,2000-242T03:34:59,2000-242T04:12:01,30,4,75,75,table5,Flyover_242a,images taken every 30 seconds,flyover.txt,flyover_242a.gif,,
,,LowEmiss_242a,2000-242,00241,0142934331-0142934765,2000-242T04:41:39,2000-242T04:48:53,18,4,8,0,table5,LowEmiss_242a,circular 2x2 mosaics at low emission,featuretracks.txt,lowemiss_242a.gif,,
,,LowEmiss_242b,2000-242,00241,0142935171-0142935605,2000-242T04:55:39,2000-242T05:02:53,18,4,8,0,table5,LowEmiss_242b,circular 2x2 mosaics at low emission,featuretracks.txt,lowemiss_242b.gif,,
,,LowEmiss_242c,2000-242,00241,0142936011-0142936445,2000-242T05:09:39,2000-242T05:16:53,18,4,8,0,table5,LowEmiss_242c,circular 2x2 mosaics at low emission,featuretracks.txt,lowemiss_242c.gif,,
,,LowEmiss_242d,2000-242,00241,0142938831-0142939265,2000-242T05:56:39,2000-242T06:03:53,18,4,8,0,table5,LowEmiss_242d,circular 2x2 mosaics at low emission,featuretracks.txt,lowemiss_242d.gif,,
,,LowEmiss_242e,2000-242,00241,0142939671-0142940105,2000-242T06:10:39,2000-242T06:17:53,18,4,8,0,table5,LowEmiss_242e,circular 2x2 mosaics at low emission,featuretracks.txt,lowemiss_242e.gif,,
,,Flyover_242b,2000-242,00241,0142940411-0142943358,2000-242T06:22:59,2000-242T07:12:06,30,4,98,98,table5,Flyover_242b,images taken every 30 seconds,flyover.txt,flyover_242b.gif,,
,,MSI_5Color_242a,2000-242,00241,0142943831-0142944009,2000-242T07:19:59,2000-242T07:22:57,"24,15","1,2,3,4,6",10,12,lossless,MSI_5Color_242a,repeated 1x2  of color targets,color50km.txt,msi_5color_242a.gif,,
50 km,-21.5,MSI_5Color_242b,2000-242,00241,0142944311-0142944489,2000-242T07:27:59,2000-242T07:30:57,"24,15","1,2,3,4,6",10,12,lossless,MSI_5Color_242b,repeated 1x2  of color targets,color50km.txt,msi_5color_242b.gif,,
,,MSI_5Color_242c,2000-242,00241,0142944851-0142945029,2000-242T07:36:59,2000-242T07:39:57,"24,15","1,2,3,4,6",10,12,lossless,MSI_5Color_242c,repeated 1x2  of color targets,color50km.txt,msi_5color_242c.gif,,
,,Flyover_242c,2000-242,00241,0142945391-0142948148,2000-242T07:45:59,2000-242T08:31:56,30,4,96,96,table5,Flyover_242c,images taken every 29 seconds,flyover.txt,flyover_242c.gif,,
,,OPN_242b_DKD,2000-242,00241,0142948961-0142950236,2000-242T08:45:29,2000-242T09:06:44,27,4,16,0,table5,OPN_242b_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_242b_dkh.gif,,
,,OPN_242c_DKH,2000-242,00241,0142977761-0142979036,2000-242T16:45:29,2000-242T17:06:44,27,4,16,0,table5,OPN_242c_DKH,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_242c_dkh.gif,,
,,MSI_ParkStar_242,2000-242,00241,0142983431-0142983437,2000-242T18:19:59,2000-242T18:20:05,29,0,4,0,lossless,MSI_ParkStar_242,Take images during ParkMode for temp vs pt,,.,,
,,OPN_243a_DKH,2000-243,00241,0143007941-0143009216,2000-243T01:08:29,2000-243T01:29:44,27,4,16,0,table5,OPN_243a_DKH,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_243a_dkh.gif,,
,,MSI_CanCal_f3,2000-243,00241,0143026031-0143032019,2000-243T06:09:59,2000-243T07:49:47,5,3,500,0,lossless,MSI_CanCal_f3,Point to canopus and take images every 12 seconds,canopuscals.txt,msi_cancal_f3.gif,,
,,OPN_243b_DKH,2000-243,00241,0143035361-0143036636,2000-243T08:45:29,2000-243T09:06:44,27,4,16,0,table5,OPN_243b_DKH,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_243b_dkh.gif,,
,,OPN_243c_DKH,2000-243,00241,0143064161-0143065436,2000-243T16:45:29,2000-243T17:06:44,27,4,16,0,table5,OPN_243c_DKH,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_243c_dkh.gif,,
,,MSI_ParkStar_243,2000-243,00241,0143069831-0143069837,2000-243T18:19:59,2000-243T18:20:05,29,0,4,0,lossless,MSI_ParkStar_243,Take images during ParkMode for temp vs pt,,.,,
,,FeatureTrack_244a,2000-244,00241,0143091941-0143092813,2000-244T00:28:29,2000-244T00:43:01,30,4,30,30,table5,FeatureTrack_244a,images taken every 30 seconds,featuretracks.txt,featuretrack_244a.gif,,
,,OPN_244a_DKH,2000-244,00241,0143094941-0143096216,2000-244T01:18:29,2000-244T01:39:44,27,4,16,0,table5,OPN_244a_DKH,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_244a_dkh.gif,,
,,LowEmiss_244a,2000-244,00241,0143107601-0143108533,2000-244T04:49:29,2000-244T05:05:01,30,4,16,16,table5,LowEmiss_244a,circular 2x2 mosaics at low emission,featuretracks.txt,.,,
,,FeatureTrack_244b,2000-244,00241,0143109231-0143114336,2000-244T05:16:39,2000-244T06:41:44,30,4,190,190,table5,FeatureTrack_244b,images taken every 327 seconds,flyover.txt,featuretrack_244b.gif,,
,,FeatureTrack_244c,2000-244,00241,0143115041-0143118163,2000-244T06:53:29,2000-244T07:45:31,30,4,105,105,table5,FeatureTrack_244c,images taken every 30 seconds,featuretracks.txt,featuretrack_244c.gif,,
,,OPN_244b_DKH,2000-244,00241,0143119900-0143121175,2000-244T08:14:28,2000-244T08:35:43,27,4,16,0,table5,OPN_244b_DKH,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_244b_dkh.gif,,
,,OPN_244c_DKH,2000-244,00241,0143148761-0143150036,2000-244T16:15:29,2000-244T16:36:44,27,4,16,0,table5,OPN_244c_DKH,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_244c_dkh.gif,,
,,MSI_ParkDarkStar_244,2000-244,00241,0143154431-0143154557,2000-244T17:49:59,2000-244T17:52:05,"29,1","0,7",8,0,lossless,MSI_ParkDarkStar_244,4 filter 0 images during ParkMode for temp vs pt; 4 filter 7 images for dark current,,.,,
,,Flyover_244a,2000-244,00241,0143159441-0143171423,2000-244T19:13:29,2000-244T22:33:11,30,4,367,367,table5,Flyover_244a,images taken every 30 seconds,flyover.txt,flyover_244a.gif,,
83 km,-22.5,OPN_245a_DKH,2000-245,00241,0143180141-0143181416,2000-245T00:58:29,2000-245T01:19:44,27,4,16,0,table5,OPN_245a_DKH,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_245a_dkh.gif,,
,,OPN_245b_DKH,2000-245,00241,0143206361-0143207636,2000-245T08:15:29,2000-245T08:36:44,27,4,16,0,table5,OPN_245b_DKH,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_245b_dkh.gif,,
,,OPN_245c_DKH,2000-245,00241,0143235161-0143236436,2000-245T16:15:29,2000-245T16:36:44,27,4,16,0,table5,OPN_245c_DKH,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_245c_dkh.gif,,
,,MSI_ParkStar_245,2000-245,00241,0143240831-0143240837,2000-245T17:49:59,2000-245T17:50:05,29,0,4,0,lossless,MSI_ParkStar_245,Take images during ParkMode for temp vs pt,,.,,
,,MSI_CanCal_f6,2000-245,00241,0143246231-0143252219,2000-245T19:19:59,2000-245T20:59:47,12,6,500,0,lossless,MSI_CanCal_f6,Point to canopus and take images every 12 seconds,canopuscals.txt,msi_cancal_f6.gif,,
,,OPN_246a_DKH,2000-246,00241,0143263541-0143264816,2000-246T00:08:29,2000-246T00:29:44,27,4,16,0,table5,OPN_246a_DKH,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_246a_dkh.gif,,
,,OPN_246b_DKH,2000-246,00241,0143283761-0143285036,2000-246T05:45:29,2000-246T06:06:44,27,4,16,0,table5,OPN_246b_DKH,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_246b_dkh.gif,,
,,OPN_246c_DKH,2000-246,00241,0143312561-0143313836,2000-246T13:45:29,2000-246T14:06:44,27,4,16,0,table5,OPN_246c_DKH,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_246c_dkh.gif,,
,,MSI_ParkStar_246,2000-246,00241,0143318231-0143318237,2000-246T15:19:59,2000-246T15:20:05,29,0,4,0,lossless,MSI_ParkStar_246,Take images during ParkMode for temp vs pt,,.,,
,,LowEmiss_246a,2000-246,00241,0143323071-0143323505,2000-246T16:40:39,2000-246T16:47:53,18,4,8,0,table5,LowEmiss_246a,circular 2x2 mosaics at low emission,featuretracks.txt,lowemiss_246a.gif,,
,,MSI_5Color_246a,2000-246,00241,0143336631-0143336669,2000-246T20:26:39,2000-246T20:27:17,"24,15","1,2,3,4,6",5,6,lossless,MSI_5Color_246a,1x1  of color targets,color50km.txt,msi_5color_246a.gif,,
,,LowEmiss_246b,2000-246,00241,0143338311-0143338745,2000-246T20:54:39,2000-246T21:01:53,18,4,8,0,table5,LowEmiss_246b,circular 2x2 mosaics at low emission,featuretracks.txt,lowemiss_246b.gif,,
,,Flyover_246a,2000-246,00241,0143341031-0143348958,2000-246T21:39:59,2000-246T23:52:06,30,4,187,187,table5,Flyover_246a,images taken every 30 seconds,flyover.txt,flyover_246a.gif,,
,,FeatureTrack_247a,2000-247,00241,0143349731-0143353003,2000-247T00:04:59,2000-247T00:59:31,30,4,110,110,table5,FeatureTrack_247a,images taken every 30 seconds,featuretracks.txt,featuretrack_247a.gif,,
,,MSI_5Color_247a,2000-247,00241,0143359691-0143359869,2000-247T02:50:59,2000-247T02:53:57,"24,15","1,2,3,4,6",10,12,lossless,MSI_5Color_247a,repeated 1x2  of color targets,color50km.txt,msi_5color_247a.gif,,
,,LowEmiss_247a,2000-247,00241,0143360271-0143360705,2000-247T03:00:39,2000-247T03:07:53,18,4,8,0,table5,LowEmiss_247a,circular 2x2 mosaics at low emission,featuretracks.txt,lowemiss_247a.gif,,
,,LowEmiss_247b,2000-247,00241,0143361111-0143361545,2000-247T03:14:39,2000-247T03:21:53,18,4,8,0,table5,LowEmiss_247b,circular 2x2 mosaics at low emission,featuretracks.txt,lowemiss_247b.gif,,
,,OPN_247a_DKH,2000-247,00241,0143364941-0143366216,2000-247T04:18:29,2000-247T04:39:44,27,4,16,0,table5,OPN_247a_DKH,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_247a_dkh.gif,,
,,OPN_247b_DKH,2000-247,00241,0143379161-0143380436,2000-247T08:15:29,2000-247T08:36:44,27,4,16,0,table5,OPN_247b_DKH,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_247b_dkh.gif,,
,,OPN_247c_DKH,2000-247,00241,0143407961-0143409236,2000-247T16:15:29,2000-247T16:36:44,27,4,16,0,table5,OPN_247c_DKH,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_247c_dkh.gif,,
101 km,-23.5,MSI_ParkStar_247,2000-247,00241,0143413631-0143413637,2000-247T17:49:59,2000-247T17:50:05,29,0,4,0,lossless,MSI_ParkStar_247,Take images during ParkMode for temp vs pt,,.,,
,,OPN_2481_DKH,2000-248,00241,0143437541-0143438816,2000-248T00:28:29,2000-248T00:49:44,27,4,16,0,table5,OPN_2481_DKH,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_2481_dkh.gif,,
,,MSI_CanCal_f7,2000-248,00241,0143452631-0143458619,2000-248T04:39:59,2000-248T06:19:47,23,7,500,0,lossless,MSI_CanCal_f7,Point to canopus and take images every 12 seconds,canopuscals.txt,msi_cancal_f7.gif,,
,,OPN_248b_DKH,2000-248,00241,0143460161-0143461436,2000-248T06:45:29,2000-248T07:06:44,27,4,16,0,table5,OPN_248b_DKH,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_248b_dkh.gif,,
,,OPN_248C_DKD,2000-248,00248,0143488961-0143490236,2000-248T14:45:29,2000-248T15:06:44,27,4,16,0,table5,OPN_248C_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_248c_dkd.gif,,
,,MSI_ParkDarkStar_248,2000-248,00248,0143494631-0143494757,2000-248T16:19:59,2000-248T16:22:05,"29,1","0,7",8,0,lossless,MSI_ParkDarkStar_248,4 filter 0 images during ParkMode for temp vs pt; 4 filter 7 images for dark current,,.,,
,,MSI_RegGlobal_248,2000-248,00248,0143504831-0143505763,2000-248T19:09:59,2000-248T19:25:31,30,4,16,16,table5,MSI_RegGlobal_248,4x4 of region,,msi_regglobal_248.gif,,
,,MSI_5ColorSP1_248,2000-248,00248,0143507231-0143509043,2000-248T19:49:59,2000-248T20:20:11,"24,15","1,2,3,4,6",50,60,lossless,MSI_5ColorSP1_248,repeated 2x2 +1x1 of South Pole targets,color100.txt,msi_5colorsp1_248.gif,,
,,MSI_5ColorSP2_248,2000-248,00248,0143515931-0143517743,2000-248T22:14:59,2000-248T22:45:11,"24,15","1,2,3,4,6",50,60,lossless,MSI_5ColorSP2_248,repeated 2x2 +1x1 of South Pole targets,color100.txt,msi_5colorsp2_248.gif,,
,,MSI_5ColorSP3_249,2000-249,00248,0143522531-0143524343,2000-249T00:04:59,2000-249T00:35:11,"24,15","1,2,3,4,6",50,60,lossless,MSI_5ColorSP3_249,repeated 2x2 +1x1 of South Pole targets,color100.txt,msi_5colorsp3_249.gif,,
,,OPN_249A_DKD,2000-249,00248,0143526341-0143527616,2000-249T01:08:29,2000-249T01:29:44,27,4,16,0,table5,OPN_249A_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_249a_dkd.gif,,
,,MSI_RegGlobal_249,2000-249,00248,0143529131-0143529815,2000-249T01:54:59,2000-249T02:06:23,30,4,12,12,table5,MSI_RegGlobal_249,4x4 of region,,msi_regglobal_249.gif,,
,,OPN_249B_DKD,2000-249,00248,0143551961-0143553236,2000-249T08:15:29,2000-249T08:36:44,27,4,16,0,table5,OPN_249B_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_249b_dkd.gif,,
,,OPN_249C_DKD,2000-249,00248,0143580761-0143582036,2000-249T16:15:29,2000-249T16:36:44,27,4,16,0,table5,OPN_249C_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_249c_dkd.gif,,
,,MSI_ParkStar_249,2000-249,00248,0143586431-0143586437,2000-249T17:49:59,2000-249T17:50:05,29,0,4,0,table5,MSI_ParkStar_249,Take images during ParkMode for temp vs pt,,.,,
OCM-13,,MSI_BRN_TEST,2000-249,00248,0143605011-0143605089,2000-249T22:59:39,2000-249T23:00:57,16,0,40,0,table5,MSI_BRN_TEST,clear filter images with 4 exposures aken during burn to test jitter,,,,
100x103,-24.3,OPN_BRN1_DKD,2000-250,00248,0143610941-0143612216,2000-250T00:38:29,2000-250T00:59:44,27,4,16,0,table5,OPN_BRN1_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_brn1_dkd.gif,,
,,OPN_BRN2_DKD,2000-250,00248,0143621741-0143623016,2000-250T03:38:29,2000-250T03:59:44,27,4,16,0,table5,OPN_BRN2_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_brn2_dkd.gif,,
,,OPN_250A_DKD,2000-250,00248,0143640161-0143641436,2000-250T08:45:29,2000-250T09:06:44,27,4,16,0,table5,OPN_250A_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_250a_dkd.gif,,
,,MSI_ParkStar_250,2000-250,00248,0143645831-0143645837,2000-250T10:19:59,2000-250T10:20:05,29,0,4,0,table5,MSI_ParkStar_250,Take images during ParkMode for temp vs pt,,.,,
,,OPN_250B_DKD,2000-250,00248,0143667341-0143668616,2000-250T16:18:29,2000-250T16:39:44,27,4,16,0,table5,OPN_250B_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_250b_dkd.gif,,
,,MSI_LonScan_250a,2000-250,00248,0143671031-0143690923,2000-250T17:19:59,2000-250T22:51:31,30,4,235,235,table5,MSI_LonScan_250a,reversing 1x3 scans on equatorial lats,lonscans.txt,msi_lonscan_250a.gif,,
,,MSI_LonScan_250b,2000-250,00248,0143692211-0143712103,2000-250T23:12:59,2000-251T04:44:31,30,4,235,235,table5,MSI_LonScan_250b,reversing 1x4 scans on south equatorial lats,lonscans.txt,msi_lonscan_250b.gif,,
,,OPN_251B_DKD,2000-251,00248,0143713541-0143714816,2000-251T05:08:29,2000-251T05:29:44,27,4,16,0,table5,OPN_251B_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_251b_dkd.gif,,
,,OPN_251C_DKD,2000-251,00248,0143753561-0143754836,2000-251T16:15:29,2000-251T16:36:44,27,4,16,0,table5,OPN_251C_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_251c_dkd.gif,,
,,MSI_ParkDarkStar_251,2000-251,00248,0143759231-0143759357,2000-251T17:49:59,2000-251T17:52:05,"29,1","0,7",8,0,table5,MSI_ParkDarkStar_251,4 filter 0 images during ParkMode for temp vs pt; 4 filter 7 images for dark current,,.,,
103 km,-25.0,MSI_CanCal_f1,2000-251,00248,0143778731-0143784719,2000-251T23:14:59,2000-252T00:54:47,3,1,500,0,table5,MSI_CanCal_f1,Point to canopus and take images every 12 seconds,canopuscals.txt,msi_cancal_f1.gif,,
,,OPN_252A_DKD,2000-252,00248,0143785541-0143786816,2000-252T01:08:29,2000-252T01:29:44,27,4,16,0,table5,OPN_252A_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_252a_dkd.gif,,
,,OPN_252B_DKD,2000-252,00248,0143811161-0143812436,2000-252T08:15:29,2000-252T08:36:44,27,4,16,0,table5,OPN_252B_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_252b_dkd.gif,,
,,MSI_ParkStar_252,2000-252,00248,0143845631-0143845637,2000-252T17:49:59,2000-252T17:50:05,29,0,4,0,table5,MSI_ParkStar_252,Take images during ParkMode for temp vs pt,,.,,
,,OPN_253A_DKD,2000-253,00248,0143868941-0143870216,2000-253T00:18:29,2000-253T00:39:44,27,4,16,0,table5,OPN_253A_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_253a_dkd.gif,,
,,MSI_RegGlobal_253,2000-253,00248,0143875631-0143876563,2000-253T02:09:59,2000-253T02:25:31,30,4,16,16,table5,MSI_RegGlobal_253,4x4 of region,,msi_regglobal_253.gif,,
,,MSI_CanCal_f7,2000-253,00248,0143890631-0143896619,2000-253T06:19:59,2000-253T07:59:47,23,7,500,0,table5,MSI_CanCal_f7,Point to canopus and take images every 12 seconds,canopuscals.txt,msi_cancal_f7.gif,,
,,OPN_253B_DKD,2000-253,00248,0143897561-0143898836,2000-253T08:15:29,2000-253T08:36:44,27,4,16,0,table5,OPN_253B_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_253b_dkd.gif,,
,,OPN_253C_DKD,2000-253,00248,0143926361-0143927636,2000-253T16:15:29,2000-253T16:36:44,27,4,16,0,table5,OPN_253C_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_253c_dkd.gif,,
,,MSI_ParkStar_253,2000-253,00248,0143932031-0143932037,2000-253T17:49:59,2000-253T17:50:05,29,0,4,0,table5,MSI_ParkStar_253,Take images during ParkMode for temp vs pt,,.,,
101 km,-25.8,MSI_7ColorPaw_253,2000-253,00248,0143945051-0143947921,2000-253T21:26:59,2000-253T22:14:49,"22,21","1,2,3,4,5,6,7",105,120,table5,MSI_7ColorPaw_253,repeated 2x2 +1x1 of South Pole targets,color100.txt,msi_7colorpaw_253.gif,,
,,OPN_254A_DKD,2000-254,00248,0143955942-0143957217,2000-254T00:28:30,2000-254T00:49:45,27,4,16,0,table5,OPN_254A_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_254a_dkd.gif,,
,,MSI_MonoPaw_254,2000-254,00248,0143963632-0143964564,2000-254T02:36:40,2000-254T02:52:12,30,4,16,16,table5,MSI_MonoPaw_254,4 2x2s of Paw center,featuretracks.txt,msi_monopaw_254.gif,,
,,MSI_RegGlobal_254,2000-254,00248,0143965632-0143966316,2000-254T03:10:00,2000-254T03:21:24,30,4,12,12,table5,MSI_RegGlobal_254,4x4 of region,,msi_regglobal_254.gif,,
,,MSI_MonoSaddle_254,2000-254,00248,0143972832-0143973764,2000-254T05:10:00,2000-254T05:25:32,30,4,16,16,table5,MSI_MonoSaddle_254,4 2x2s of Paw center,featuretracks.txt,msi_monosaddle_254.gif,,
,,OPN_254B_DKD,2000-254,00248,0143982162-0143983437,2000-254T07:45:30,2000-254T08:06:45,27,4,16,0,table5,OPN_254B_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_254b_dkd.gif,,
,,OPN_254C_DKD,2000-254,00248,0144010962-0144012237,2000-254T15:45:30,2000-254T16:06:45,27,4,16,0,table5,OPN_254C_DKD,Four 2x2s pointed to 2 landmarks,opnav.txt,opn_254c_dkd.gif,,
,,MSI_ParkStar_254,2000-254,00248,0144016632-0144016638,2000-254T17:20:00,2000-254T17:20:06,29,0,4,0,table5,MSI_ParkStar_254,Take images during ParkMode for temp vs pt,,.,,
,,MSI_MonoSP1_254,2000-254,00248,0144034132-0144037854,2000-254T22:11:40,2000-254T23:13:42,30,4,48,48,table5,MSI_MonoSP1_254,4 2x2s of 3 regions,featuretracks.txt,msi_monosp1_254.gif,,
,,MSI_5ColorSP4_254,2000-254,00248,0144038532-0144040344,2000-254T23:25:00,2000-254T23:55:12,"24,15","1,2,3,4,6",50,60,table5,MSI_5ColorSP4_254,repeated 2x2 +1x1 of South Pole targets,color100.txt,msi_5colorsp4_254.gif,,
